,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,1.0,0.9999999999999999,0.9971469329529246,1.0000000000000002,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999998,1.0,0.9999999999999998,0.9646621202727835,0.9251547552054025,0.9662849872773537,0.9368149580915537,0.9178356713426853,0.8098380323935214,0.868347338935574,0.8866096866096865,0.8908612754766599,0.9242002781641168,0.957037037037037,0.9666666666666666,0.9745562130177515,0.9812934259754142,0.9885572139303483,0.987150837988827,0.9858772406300923,0.9847645429362881,0.9951239333604225,1.0,0.9999999999999999,0.9999999999999998
1,0.9961013645224172,0.998003992015968,0.9980979553019498,0.9994895354772846,0.99408014571949,0.9914945321992708,0.9308125502815768,0.9862677783227072,0.9882289994649545,0.9936102236421724,0.9950940310711366,0.9911877394636015,0.9885646687697162,0.9862442684451854,0.981123388581952,0.9797068771138668,0.9815910585141355,0.9894319682959046,0.9665220086794792,0.9442881260551492,0.9999999999999999,0.833010960670535,0.8082832331329324,0.853629274145171,0.922128851540616,0.94017094017094,0.9434582511505587,0.9638386648122391,0.9807407407407408,0.9819444444444445,0.98698224852071,0.991982896846606,0.9960199004975125,0.994413407821229,0.9869636067354698,0.9843028624192061,0.9922795611540024,0.9851771511207521,0.977094017094017,0.9748177601060303
2,0.9936647173489279,0.998502994011976,1.0,0.9994895354772846,0.9858834244080146,0.9133252328878086,0.9094931617055511,0.9597842079450711,0.9689673622257892,0.9876768598813328,0.9901880621422732,0.982375478927203,0.9727917981072556,0.9645685702375989,0.9553406998158378,0.9543404735062005,0.9750164365548981,0.9966974900924701,0.9814011159330439,0.967923466516601,0.9255725190839694,0.8903932946486137,0.8710754843019372,0.9208158368326336,0.9882352941176469,0.9960113960113959,0.9953977646285338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,0.9736080983369487,0.8786324786324785,0.8747514910536778
3,0.9848927875243665,0.9905189620758482,0.9933428435568237,0.9923430321592651,0.9121129326047359,0.9100850546780072,0.9050683829444892,0.9529180971064247,0.9588014981273407,0.9748973071656778,0.9766966475878986,0.9670498084291187,0.9550473186119874,0.9491454772822008,0.9465930018416205,0.9475760992108229,0.9697567389875084,0.9980184940554819,0.99008059516429,0.979741136747327,0.9522900763358777,0.9387491940683429,0.9412157648630595,0.9628074385122976,0.9999999999999998,0.9999999999999999,0.9999999999999999,0.9972183588317107,0.9762962962962964,0.9798611111111112,0.9857988165680474,0.9909139497594869,0.9925373134328359,0.987150837988827,0.9880499728408473,0.9935364727608496,0.9223892726533929,0.9038322487346349,0.8717948717948717,0.8714380384360503
4,0.9576023391812866,0.9705588822355289,0.9795530194959583,0.9045431342521697,0.9093806921675774,0.914135277440259,0.9115044247787611,0.9622363903874448,0.9593365436062065,0.9598356914650845,0.9542109566639412,0.9475095785440613,0.9400630914826499,0.9391413088786993,0.9429097605893185,0.944193912063134,0.9598948060486523,0.9920739762219284,0.9938003719776813,0.9904333145751267,0.977735368956743,0.9838813668600902,1.0,1.0,0.9949579831932771,0.9817663817663816,0.984878369493754,0.9853963838664812,0.9414814814814816,0.9187500000000001,0.9431952662721894,0.969535008017103,0.9771144278606967,0.9620111731843576,0.8473655621944595,0.8818097876269622,0.9183258837870785,0.9146782357194505,0.8923076923076922,0.9012591119946983
5,0.9317738791423003,0.8567864271457085,0.8834997622444128,0.8902501276161308,0.9043715846994536,0.9169704333738354,0.918342719227675,0.9666503187837174,0.9561262707330123,0.9525330899132816,0.9452166802943581,0.939463601532567,0.9341482649842272,0.9303876615256357,0.9313996316758747,0.9340473506200675,0.9474030243261014,0.9874504623513869,1.0,1.0,0.9936386768447836,1.0,1.0,0.9892021595680864,0.9826330532212884,0.9692307692307691,0.9710716633793556,0.9666203059805284,0.925925925925926,0.8784722222222222,0.9053254437869822,0.9417423837520043,0.9517412935323384,0.8212290502793297,0.8093427485062465,0.8541089566020315,0.9061357171881349,0.918293564714389,0.9059829059829059,0.9211398277004637
6,0.8377192982456141,0.8333333333333333,0.855920114122682,0.8677896886166413,0.8929872495446266,0.9133252328878086,0.917538213998391,0.9656694458067681,0.9577314071696095,0.9593792788680968,0.9550286181520851,0.9471264367816091,0.9400630914826499,0.9333055439766569,0.9267955801104972,0.9250281848928973,0.9362261669953978,0.9762219286657858,0.99008059516429,0.8919527293190772,0.9713740458015266,0.9696969696969696,0.9452237808951235,0.9322135572885424,0.9523809523809521,0.9578347578347577,0.9612097304404996,0.9707927677329624,0.96,0.9131944444444444,0.8988165680473373,0.9080705505077498,0.8109452736318409,0.7709497206703911,0.7658881042911461,0.8171745152354571,0.8939455505891913,0.9219088937093276,0.9094017094017093,0.9211398277004637
7,0.8435672514619883,0.8253493013972055,0.8326200665715645,0.8417559979581422,0.8788706739526412,0.9068448764682056,0.911906677393403,0.9597842079450711,0.9550561797752808,0.9607485166590598,0.9591169255928046,0.9528735632183908,0.9440063091482651,0.9349729053772404,0.9244935543278083,0.9205186020293121,0.930966469428008,0.9623513870541609,0.9659020458772474,0.85481148002251,0.9153944020356234,0.8942617666021921,0.8670674682698729,0.8770245950809838,0.9204481792717085,0.9396011396011394,0.9454306377383299,0.9638386648122391,0.9688888888888889,0.9236111111111112,0.8893491124260355,0.7642971672902191,0.7711442786069652,0.7262569832402235,0.717001629549158,0.7663896583564174,0.8776919951239334,0.9146782357194505,0.9059829059829059,0.9111994698475809
8,0.8547758284600391,0.8383233532934131,0.8402282453637662,0.8448187850944361,0.877959927140255,0.901579586877278,0.9010458567980693,0.94310936733693,0.9395398608881755,0.9516202647193063,0.9538021259198692,0.9505747126436781,0.9428233438485805,0.936640266777824,0.9277163904235727,0.9205186020293121,0.9263642340565419,0.9517833553500659,0.8301301921884686,0.8266741699493528,0.8772264631043257,0.8536428110896195,0.8363393453573814,0.8758248350329934,0.93781512605042,0.9413105413105411,0.8948060486522024,0.8643949930458971,0.8407407407407408,0.6666666666666667,0.668639053254438,0.689470871191876,0.7263681592039801,0.6983240223463687,0.66811515480717,0.6786703601108034,0.7842340511986997,0.8821402747650037,0.8820512820512819,0.8913187541418156
9,0.8757309941520468,0.8747504990019959,0.8735140275796482,0.8667687595712099,0.8852459016393442,0.9023896314297285,0.8934030571198713,0.9239823442864149,0.9159978598180845,0.9361022364217253,0.9452166802943581,0.9448275862068966,0.9416403785488959,0.9403918299291371,0.9332412523020257,0.9205186020293121,0.7902695595003288,0.8077939233817699,0.8102913825170489,0.8041643218908273,0.844147582697201,0.8252740167633783,0.828323313293253,0.9010197960407919,0.9731092436974788,0.9527065527065527,0.7034845496383957,0.5632823365785813,0.4370370370370371,0.4375,0.5088757396449705,0.5772314270443613,0.6616915422885573,0.6480446927374302,0.6300923411189571,0.6001846722068329,0.6785859406745226,0.8279103398409255,0.8478632478632477,0.8648111332007951
